"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","PPP","TOT","NATUSD","A","2004",0.565001,
"SVK","PPP","TOT","NATUSD","A","2005",0.564715,
"SVK","PPP","TOT","NATUSD","A","2006",0.555265,
"SVK","PPP","TOT","NATUSD","A","2007",0.554338,
"SVK","PPP","TOT","NATUSD","A","2008",0.53743,
"SVK","PPP","TOT","NATUSD","A","2009",0.515067,
"SVK","PPP","TOT","NATUSD","A","2010",0.50175,
"SVK","PPP","TOT","NATUSD","A","2011",0.506407,
"SVK","PPP","TOT","NATUSD","A","2012",0.504542,
"SVK","PPP","TOT","NATUSD","A","2013",0.491124,
"SVK","PPP","TOT","NATUSD","A","2014",0.485412,
"SVK","PPP","TOT","NATUSD","A","2015",0.491417,
"SVK","PPP","TOT","NATUSD","A","2016",0.503245,
"SVK","PPP","TOT","NATUSD","A","2017",0.502765,
"SVK","PPP","TOT","NATUSD","A","2018",0.505028,
"SVK","PPP","TOT","NATUSD","A","2019",0.505186,
"ESP","PPP","TOT","NATUSD","A","2000",0.739594,
"ESP","PPP","TOT","NATUSD","A","2001",0.747419,
"ESP","PPP","TOT","NATUSD","A","2002",0.742312,
"ESP","PPP","TOT","NATUSD","A","2003",0.760094,
"ESP","PPP","TOT","NATUSD","A","2004",0.76659,
"ESP","PPP","TOT","NATUSD","A","2005",0.769508,
"ESP","PPP","TOT","NATUSD","A","2006",0.736886,
"ESP","PPP","TOT","NATUSD","A","2007",0.733172,
"ESP","PPP","TOT","NATUSD","A","2008",0.725862,
"ESP","PPP","TOT","NATUSD","A","2009",0.71799,
"ESP","PPP","TOT","NATUSD","A","2010",0.726439,
"ESP","PPP","TOT","NATUSD","A","2011",0.714129,
"ESP","PPP","TOT","NATUSD","A","2012",0.694976,
"ESP","PPP","TOT","NATUSD","A","2013",0.6748,
"ESP","PPP","TOT","NATUSD","A","2014",0.662359,
"ESP","PPP","TOT","NATUSD","A","2015",0.664562,
"ESP","PPP","TOT","NATUSD","A","2016",0.642709,
"ESP","PPP","TOT","NATUSD","A","2017",0.630102,
"ESP","PPP","TOT","NATUSD","A","2018",0.634572,
"ESP","PPP","TOT","NATUSD","A","2019",0.626643,
"SWE","PPP","TOT","NATUSD","A","2000",9.16082,
"SWE","PPP","TOT","NATUSD","A","2001",9.400202,
"SWE","PPP","TOT","NATUSD","A","2002",9.413655,
"SWE","PPP","TOT","NATUSD","A","2003",9.496355,
"SWE","PPP","TOT","NATUSD","A","2004",9.302737,
"SWE","PPP","TOT","NATUSD","A","2005",9.479182,
"SWE","PPP","TOT","NATUSD","A","2006",9.122465,
"SWE","PPP","TOT","NATUSD","A","2007",8.882136,
"SWE","PPP","TOT","NATUSD","A","2008",8.778986,
"SWE","PPP","TOT","NATUSD","A","2009",8.912164,
"SWE","PPP","TOT","NATUSD","A","2010",9.018593,
"SWE","PPP","TOT","NATUSD","A","2011",8.844042,
"SWE","PPP","TOT","NATUSD","A","2012",8.654768,
"SWE","PPP","TOT","NATUSD","A","2013",8.597681,
"SWE","PPP","TOT","NATUSD","A","2014",8.727131,
"SWE","PPP","TOT","NATUSD","A","2015",8.852008,
"SWE","PPP","TOT","NATUSD","A","2016",8.823478,
"SWE","PPP","TOT","NATUSD","A","2017",8.719468,
"SWE","PPP","TOT","NATUSD","A","2018",8.828738,
"SWE","PPP","TOT","NATUSD","A","2019",8.745862,
"CHE","PPP","TOT","NATUSD","A","2000",1.788217,
"CHE","PPP","TOT","NATUSD","A","2001",1.768387,
"CHE","PPP","TOT","NATUSD","A","2002",1.70976,
"CHE","PPP","TOT","NATUSD","A","2003",1.717124,
"CHE","PPP","TOT","NATUSD","A","2004",1.693341,
"CHE","PPP","TOT","NATUSD","A","2005",1.686548,
"CHE","PPP","TOT","NATUSD","A","2006",1.600778,
"CHE","PPP","TOT","NATUSD","A","2007",1.533726,
"CHE","PPP","TOT","NATUSD","A","2008",1.493049,
"CHE","PPP","TOT","NATUSD","A","2009",1.468648,
"CHE","PPP","TOT","NATUSD","A","2010",1.465083,
"CHE","PPP","TOT","NATUSD","A","2011",1.397498,
"CHE","PPP","TOT","NATUSD","A","2012",1.354072,
"CHE","PPP","TOT","NATUSD","A","2013",1.312477,
"CHE","PPP","TOT","NATUSD","A","2014",1.281761,
"CHE","PPP","TOT","NATUSD","A","2015",1.235456,
"CHE","PPP","TOT","NATUSD","A","2016",1.202086,
"CHE","PPP","TOT","NATUSD","A","2017",1.179916,
"CHE","PPP","TOT","NATUSD","A","2018",1.167667,
"CHE","PPP","TOT","NATUSD","A","2019",1.147826,
"TUR","PPP","TOT","NATUSD","A","2000",0.281525,
"TUR","PPP","TOT","NATUSD","A","2001",0.414894,
"TUR","PPP","TOT","NATUSD","A","2002",0.591251,
"TUR","PPP","TOT","NATUSD","A","2003",0.737352,
"TUR","PPP","TOT","NATUSD","A","2004",0.792891,
"TUR","PPP","TOT","NATUSD","A","2005",0.834589,
"TUR","PPP","TOT","NATUSD","A","2006",0.842822,
"TUR","PPP","TOT","NATUSD","A","2007",0.852195,
"TUR","PPP","TOT","NATUSD","A","2008",0.87996,
"TUR","PPP","TOT","NATUSD","A","2009",0.903759,
"TUR","PPP","TOT","NATUSD","A","2010",0.919695,
"TUR","PPP","TOT","NATUSD","A","2011",0.966176,
"TUR","PPP","TOT","NATUSD","A","2012",1.019856,
"TUR","PPP","TOT","NATUSD","A","2013",1.070294,
"TUR","PPP","TOT","NATUSD","A","2014",1.104504,
"TUR","PPP","TOT","NATUSD","A","2015",1.162141,
"TUR","PPP","TOT","NATUSD","A","2016",1.241177,
"TUR","PPP","TOT","NATUSD","A","2017",1.373044,
"TUR","PPP","TOT","NATUSD","A","2018",1.60783,
"TUR","PPP","TOT","NATUSD","A","2019",1.840536,
"GBR","PPP","TOT","NATUSD","A","2000",0.704348,
"GBR","PPP","TOT","NATUSD","A","2001",0.694385,
"GBR","PPP","TOT","NATUSD","A","2002",0.689877,
"GBR","PPP","TOT","NATUSD","A","2003",0.696639,
"GBR","PPP","TOT","NATUSD","A","2004",0.688463,
"GBR","PPP","TOT","NATUSD","A","2005",0.707619,
"GBR","PPP","TOT","NATUSD","A","2006",0.697328,
"GBR","PPP","TOT","NATUSD","A","2007",0.709976,
"GBR","PPP","TOT","NATUSD","A","2008",0.701691,
"GBR","PPP","TOT","NATUSD","A","2009",0.709391,
"GBR","PPP","TOT","NATUSD","A","2010",0.701774,
"GBR","PPP","TOT","NATUSD","A","2011",0.706052,
"GBR","PPP","TOT","NATUSD","A","2012",0.701634,
"GBR","PPP","TOT","NATUSD","A","2013",0.695248,
"GBR","PPP","TOT","NATUSD","A","2014",0.698444,
"GBR","PPP","TOT","NATUSD","A","2015",0.692365,
"GBR","PPP","TOT","NATUSD","A","2016",0.688672,
"GBR","PPP","TOT","NATUSD","A","2017",0.682132,
"GBR","PPP","TOT","NATUSD","A","2018",0.687119,
"GBR","PPP","TOT","NATUSD","A","2019",0.680356,
"USA","PPP","TOT","NATUSD","A","2000",1,
"USA","PPP","TOT","NATUSD","A","2001",1,
"USA","PPP","TOT","NATUSD","A","2002",1,
"USA","PPP","TOT","NATUSD","A","2003",1,
"USA","PPP","TOT","NATUSD","A","2004",1,
"USA","PPP","TOT","NATUSD","A","2005",1,
"USA","PPP","TOT","NATUSD","A","2006",1,
"USA","PPP","TOT","NATUSD","A","2007",1,
"USA","PPP","TOT","NATUSD","A","2008",1,
"USA","PPP","TOT","NATUSD","A","2009",1,
"USA","PPP","TOT","NATUSD","A","2010",1,
"USA","PPP","TOT","NATUSD","A","2011",1,
"USA","PPP","TOT","NATUSD","A","2012",1,
"USA","PPP","TOT","NATUSD","A","2013",1,
"USA","PPP","TOT","NATUSD","A","2014",1,
"USA","PPP","TOT","NATUSD","A","2015",1,
"USA","PPP","TOT","NATUSD","A","2016",1,
"USA","PPP","TOT","NATUSD","A","2017",1,
"USA","PPP","TOT","NATUSD","A","2018",1,
"USA","PPP","TOT","NATUSD","A","2019",1,
"BRA","PPP","TOT","NATUSD","A","2000",0.757128,
"BRA","PPP","TOT","NATUSD","A","2001",0.801815,
"BRA","PPP","TOT","NATUSD","A","2002",0.866669,
"BRA","PPP","TOT","NATUSD","A","2003",0.970764,
"BRA","PPP","TOT","NATUSD","A","2004",1.018595,
"BRA","PPP","TOT","NATUSD","A","2005",1.061232,
"BRA","PPP","TOT","NATUSD","A","2006",1.09984,
"BRA","PPP","TOT","NATUSD","A","2007",1.140034,
"BRA","PPP","TOT","NATUSD","A","2008",1.216451,
"BRA","PPP","TOT","NATUSD","A","2009",1.29554,
"BRA","PPP","TOT","NATUSD","A","2010",1.388488,
"BRA","PPP","TOT","NATUSD","A","2011",1.473216,
"BRA","PPP","TOT","NATUSD","A","2012",1.605308,
"BRA","PPP","TOT","NATUSD","A","2013",1.701071,
"BRA","PPP","TOT","NATUSD","A","2014",1.813261,
"BRA","PPP","TOT","NATUSD","A","2015",1.988864,
"BRA","PPP","TOT","NATUSD","A","2016",2.133204,
"BRA","PPP","TOT","NATUSD","A","2017",2.181557,
"BRA","PPP","TOT","NATUSD","A","2018",2.199648,
"BRA","PPP","TOT","NATUSD","A","2019",2.251761,
"CHL","PPP","TOT","NATUSD","A","2000",286.579747,
"CHL","PPP","TOT","NATUSD","A","2001",291.255851,
"CHL","PPP","TOT","NATUSD","A","2002",296.446429,
"CHL","PPP","TOT","NATUSD","A","2003",304.367805,
"CHL","PPP","TOT","NATUSD","A","2004",319.65339,
"CHL","PPP","TOT","NATUSD","A","2005",333.69,
"CHL","PPP","TOT","NATUSD","A","2006",318.574722,
"CHL","PPP","TOT","NATUSD","A","2007",323.878962,
"CHL","PPP","TOT","NATUSD","A","2008",340.400833,
"CHL","PPP","TOT","NATUSD","A","2009",354.325885,
"CHL","PPP","TOT","NATUSD","A","2010",359.83702,
"CHL","PPP","TOT","NATUSD","A","2011",348.016847,
"CHL","PPP","TOT","NATUSD","A","2012",347.228507,
"CHL","PPP","TOT","NATUSD","A","2013",349.680536,
"CHL","PPP","TOT","NATUSD","A","2014",367.213907,
"CHL","PPP","TOT","NATUSD","A","2015",391.360578,
"CHL","PPP","TOT","NATUSD","A","2016",409.97777,
"CHL","PPP","TOT","NATUSD","A","2017",411.263749,
"CHL","PPP","TOT","NATUSD","A","2018",412.36037,
"CHL","PPP","TOT","NATUSD","A","2019",416.246552,
"CHN","PPP","TOT","NATUSD","A","2000",2.719407,
"CHN","PPP","TOT","NATUSD","A","2001",2.715407,
"CHN","PPP","TOT","NATUSD","A","2002",2.689293,
"CHN","PPP","TOT","NATUSD","A","2003",2.709051,
"CHN","PPP","TOT","NATUSD","A","2004",2.821487,
"CHN","PPP","TOT","NATUSD","A","2005",2.84304,
"CHN","PPP","TOT","NATUSD","A","2006",2.867923,
"CHN","PPP","TOT","NATUSD","A","2007",3.009325,
"CHN","PPP","TOT","NATUSD","A","2008",3.181913,
"CHN","PPP","TOT","NATUSD","A","2009",3.151191,
"CHN","PPP","TOT","NATUSD","A","2010",3.329235,
"CHN","PPP","TOT","NATUSD","A","2011",3.524468,
"CHN","PPP","TOT","NATUSD","A","2012",3.56094,
"CHN","PPP","TOT","NATUSD","A","2013",3.66358,
"CHN","PPP","TOT","NATUSD","A","2014",3.759328,
"CHN","PPP","TOT","NATUSD","A","2015",3.870804,
"CHN","PPP","TOT","NATUSD","A","2016",3.98858,
"CHN","PPP","TOT","NATUSD","A","2017",4.183811,
"CHN","PPP","TOT","NATUSD","A","2018",4.204126,
"CHN","PPP","TOT","NATUSD","A","2019",4.197772,
"COL","PPP","TOT","NATUSD","A","2000",735.014593,
"COL","PPP","TOT","NATUSD","A","2001",771.582632,
"COL","PPP","TOT","NATUSD","A","2002",810.841096,
"COL","PPP","TOT","NATUSD","A","2003",870.405928,
"COL","PPP","TOT","NATUSD","A","2004",913.965745,
"COL","PPP","TOT","NATUSD","A","2005",951.909123,
"COL","PPP","TOT","NATUSD","A","2006",977.608283,
"COL","PPP","TOT","NATUSD","A","2007",1001.55885,
"COL","PPP","TOT","NATUSD","A","2008",1057.875321,
"COL","PPP","TOT","NATUSD","A","2009",1092.540929,
"COL","PPP","TOT","NATUSD","A","2010",1121.047535,
"COL","PPP","TOT","NATUSD","A","2011",1168.243042,
"COL","PPP","TOT","NATUSD","A","2012",1203.585205,
"COL","PPP","TOT","NATUSD","A","2013",1206.679077,
"COL","PPP","TOT","NATUSD","A","2014",1220.6073,
"COL","PPP","TOT","NATUSD","A","2015",1276.47937,
"COL","PPP","TOT","NATUSD","A","2016",1285.210449,
"COL","PPP","TOT","NATUSD","A","2017",1314.786865,
"COL","PPP","TOT","NATUSD","A","2018",1326.893503,
"COL","PPP","TOT","NATUSD","A","2019",1349.011949,
"EST","PPP","TOT","NATUSD","A","2000",0.468744,
"EST","PPP","TOT","NATUSD","A","2001",0.487804,
"EST","PPP","TOT","NATUSD","A","2002",0.486245,
"EST","PPP","TOT","NATUSD","A","2003",0.486304,
"EST","PPP","TOT","NATUSD","A","2004",0.494097,
"EST","PPP","TOT","NATUSD","A","2005",0.503328,
"EST","PPP","TOT","NATUSD","A","2006",0.52142,
"EST","PPP","TOT","NATUSD","A","2007",0.551755,
"EST","PPP","TOT","NATUSD","A","2008",0.545055,
"EST","PPP","TOT","NATUSD","A","2009",0.516622,
"EST","PPP","TOT","NATUSD","A","2010",0.511755,
"EST","PPP","TOT","NATUSD","A","2011",0.5116,
"EST","PPP","TOT","NATUSD","A","2012",0.521063,
"EST","PPP","TOT","NATUSD","A","2013",0.522424,
"EST","PPP","TOT","NATUSD","A","2014",0.52689,
"EST","PPP","TOT","NATUSD","A","2015",0.537436,
"EST","PPP","TOT","NATUSD","A","2016",0.527902,
"EST","PPP","TOT","NATUSD","A","2017",0.533627,
"EST","PPP","TOT","NATUSD","A","2018",0.541686,
"EST","PPP","TOT","NATUSD","A","2019",0.544555,
"IND","PPP","TOT","NATUSD","A","2000",9.664333,
"IND","PPP","TOT","NATUSD","A","2001",9.761001,
"IND","PPP","TOT","NATUSD","A","2002",9.966049,
"IND","PPP","TOT","NATUSD","A","2003",10.162784,
"IND","PPP","TOT","NATUSD","A","2004",10.46296,
"IND","PPP","TOT","NATUSD","A","2005",10.717338,
"IND","PPP","TOT","NATUSD","A","2006",11.276447,
"IND","PPP","TOT","NATUSD","A","2007",11.744053,
"IND","PPP","TOT","NATUSD","A","2008",12.579117,
"IND","PPP","TOT","NATUSD","A","2009",13.362861,
"IND","PPP","TOT","NATUSD","A","2010",14.599321,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160721,
"IND","PPP","TOT","NATUSD","A","2013",17.342026,
"IND","PPP","TOT","NATUSD","A","2014",18.388889,
"IND","PPP","TOT","NATUSD","A","2015",19.235523,
"IND","PPP","TOT","NATUSD","A","2016",19.897432,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.985552,
"IND","PPP","TOT","NATUSD","A","2019",21.107076,
"IDN","PPP","TOT","NATUSD","A","2000",1385.047058,
"IDN","PPP","TOT","NATUSD","A","2001",1549.071713,
"IDN","PPP","TOT","NATUSD","A","2002",1614.862484,
"IDN","PPP","TOT","NATUSD","A","2003",1672.418515,
"IDN","PPP","TOT","NATUSD","A","2004",1767.828756,
"IDN","PPP","TOT","NATUSD","A","2005",1960.133191,
"IDN","PPP","TOT","NATUSD","A","2006",2170.579301,
"IDN","PPP","TOT","NATUSD","A","2007",2351.780299,
"IDN","PPP","TOT","NATUSD","A","2008",2725.605947,
"IDN","PPP","TOT","NATUSD","A","2009",2928.815268,
"IDN","PPP","TOT","NATUSD","A","2010",3336.993892,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.871826,
"IDN","PPP","TOT","NATUSD","A","2013",3765.616211,
"IDN","PPP","TOT","NATUSD","A","2014",4031.299805,
"IDN","PPP","TOT","NATUSD","A","2015",4353.458008,
"IDN","PPP","TOT","NATUSD","A","2016",4517.818848,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4759.629972,
"IDN","PPP","TOT","NATUSD","A","2019",4753.113254,
"ISR","PPP","TOT","NATUSD","A","2000",3.441821,
"ISR","PPP","TOT","NATUSD","A","2001",3.426942,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.628851,
"ISR","PPP","TOT","NATUSD","A","2004",3.537663,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.791262,
"ISR","PPP","TOT","NATUSD","A","2007",3.728714,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.965316,
"ISR","PPP","TOT","NATUSD","A","2010",3.981467,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.924124,
"ISR","PPP","TOT","NATUSD","A","2016",3.787556,
"ISR","PPP","TOT","NATUSD","A","2017",3.745065,
"ISR","PPP","TOT","NATUSD","A","2018",3.720619,
"ISR","PPP","TOT","NATUSD","A","2019",3.686818,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.195032,
"RUS","PPP","TOT","NATUSD","A","2017",24.0504,
"RUS","PPP","TOT","NATUSD","A","2018",24.773997,
"RUS","PPP","TOT","NATUSD","A","2019",25.700854,
"SVN","PPP","TOT","NATUSD","A","2000",0.526381,
"SVN","PPP","TOT","NATUSD","A","2001",0.560025,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.608556,
"SVN","PPP","TOT","NATUSD","A","2004",0.608381,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.61042,
"SVN","PPP","TOT","NATUSD","A","2007",0.631021,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.644854,
"SVN","PPP","TOT","NATUSD","A","2010",0.637473,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595138,
"SVN","PPP","TOT","NATUSD","A","2016",0.577164,
"SVN","PPP","TOT","NATUSD","A","2017",0.5676,
"SVN","PPP","TOT","NATUSD","A","2018",0.56936,
"SVN","PPP","TOT","NATUSD","A","2019",0.565524,
"ZAF","PPP","TOT","NATUSD","A","2000",2.727774,
"ZAF","PPP","TOT","NATUSD","A","2001",2.873205,
"ZAF","PPP","TOT","NATUSD","A","2002",3.173687,
"ZAF","PPP","TOT","NATUSD","A","2003",3.296341,
"ZAF","PPP","TOT","NATUSD","A","2004",3.419435,
"ZAF","PPP","TOT","NATUSD","A","2005",3.49684,
"ZAF","PPP","TOT","NATUSD","A","2006",3.606437,
"ZAF","PPP","TOT","NATUSD","A","2007",3.822892,
"ZAF","PPP","TOT","NATUSD","A","2008",4.081128,
"ZAF","PPP","TOT","NATUSD","A","2009",4.354202,
"ZAF","PPP","TOT","NATUSD","A","2010",4.577401,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
"ZAF","PPP","TOT","NATUSD","A","2012",5.099277,
"ZAF","PPP","TOT","NATUSD","A","2013",5.291533,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571509,
"ZAF","PPP","TOT","NATUSD","A","2015",5.826493,
"ZAF","PPP","TOT","NATUSD","A","2016",6.161303,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.519591,
"ZAF","PPP","TOT","NATUSD","A","2019",6.67405,
"EU28","PPP","TOT","NATUSD","A","2000",0.876254,
"EU28","PPP","TOT","NATUSD","A","2001",0.8684,
"EU28","PPP","TOT","NATUSD","A","2002",0.859092,
"EU28","PPP","TOT","NATUSD","A","2003",0.848661,
"EU28","PPP","TOT","NATUSD","A","2004",0.846484,
"EU28","PPP","TOT","NATUSD","A","2005",0.850133,
"EU28","PPP","TOT","NATUSD","A","2006",0.828207,
"EU28","PPP","TOT","NATUSD","A","2007",0.824577,
"EU28","PPP","TOT","NATUSD","A","2008",0.790329,
"EU28","PPP","TOT","NATUSD","A","2009",0.759971,
"EU28","PPP","TOT","NATUSD","A","2010",0.764809,
"EU28","PPP","TOT","NATUSD","A","2011",0.754572,
"EU28","PPP","TOT","NATUSD","A","2012",0.755971,
"EU28","PPP","TOT","NATUSD","A","2013",0.73481,
"EU28","PPP","TOT","NATUSD","A","2014",0.737377,
"EU28","PPP","TOT","NATUSD","A","2015",0.751687,
"EU28","PPP","TOT","NATUSD","A","2016",0.714664,
"EU28","PPP","TOT","NATUSD","A","2017",0.696384,
"EU28","PPP","TOT","NATUSD","A","2018",0.693334,
"EU28","PPP","TOT","NATUSD","A","2019",0.684051,
"LVA","PPP","TOT","NATUSD","A","2000",0.360722,
"LVA","PPP","TOT","NATUSD","A","2001",0.353277,
"LVA","PPP","TOT","NATUSD","A","2002",0.360955,
"LVA","PPP","TOT","NATUSD","A","2003",0.37864,
"LVA","PPP","TOT","NATUSD","A","2004",0.399696,
"LVA","PPP","TOT","NATUSD","A","2005",0.438592,
"LVA","PPP","TOT","NATUSD","A","2006",0.489478,
"LVA","PPP","TOT","NATUSD","A","2007",0.566394,
"LVA","PPP","TOT","NATUSD","A","2008",0.57554,
"LVA","PPP","TOT","NATUSD","A","2009",0.520628,
"LVA","PPP","TOT","NATUSD","A","2010",0.486679,
"LVA","PPP","TOT","NATUSD","A","2011",0.498504,
"LVA","PPP","TOT","NATUSD","A","2012",0.506201,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.49756,
"LVA","PPP","TOT","NATUSD","A","2015",0.497435,
"LVA","PPP","TOT","NATUSD","A","2016",0.484583,
"LVA","PPP","TOT","NATUSD","A","2017",0.484305,
"LVA","PPP","TOT","NATUSD","A","2018",0.491996,
"LVA","PPP","TOT","NATUSD","A","2019",0.494739,
"LTU","PPP","TOT","NATUSD","A","2000",0.451556,
"LTU","PPP","TOT","NATUSD","A","2001",0.432691,
"LTU","PPP","TOT","NATUSD","A","2002",0.420731,
"LTU","PPP","TOT","NATUSD","A","2003",0.404433,
"LTU","PPP","TOT","NATUSD","A","2004",0.414414,
"LTU","PPP","TOT","NATUSD","A","2005",0.435162,
"LTU","PPP","TOT","NATUSD","A","2006",0.446788,
"LTU","PPP","TOT","NATUSD","A","2007",0.470683,
"LTU","PPP","TOT","NATUSD","A","2008",0.492827,
"LTU","PPP","TOT","NATUSD","A","2009",0.468941,
"LTU","PPP","TOT","NATUSD","A","2010",0.450075,
"LTU","PPP","TOT","NATUSD","A","2011",0.451919,
"LTU","PPP","TOT","NATUSD","A","2012",0.452656,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.442622,
"LTU","PPP","TOT","NATUSD","A","2015",0.445737,
"LTU","PPP","TOT","NATUSD","A","2016",0.438483,
"LTU","PPP","TOT","NATUSD","A","2017",0.441871,
"LTU","PPP","TOT","NATUSD","A","2018",0.45091,
"LTU","PPP","TOT","NATUSD","A","2019",0.454781,
"SAU","PPP","TOT","NATUSD","A","2000",0.862343,
"SAU","PPP","TOT","NATUSD","A","2001",0.829939,
"SAU","PPP","TOT","NATUSD","A","2002",0.865684,
"SAU","PPP","TOT","NATUSD","A","2003",0.869589,
"SAU","PPP","TOT","NATUSD","A","2004",0.940416,
"SAU","PPP","TOT","NATUSD","A","2005",1.095774,
"SAU","PPP","TOT","NATUSD","A","2006",1.18667,
"SAU","PPP","TOT","NATUSD","A","2007",1.253109,
"SAU","PPP","TOT","NATUSD","A","2008",1.446642,
"SAU","PPP","TOT","NATUSD","A","2009",1.210103,
"SAU","PPP","TOT","NATUSD","A","2010",1.401801,
"SAU","PPP","TOT","NATUSD","A","2011",1.586354,
"SAU","PPP","TOT","NATUSD","A","2012",1.661919,
"SAU","PPP","TOT","NATUSD","A","2013",1.680482,
"SAU","PPP","TOT","NATUSD","A","2014",1.648372,
"SAU","PPP","TOT","NATUSD","A","2015",1.60553,
"SAU","PPP","TOT","NATUSD","A","2016",1.656157,
"SAU","PPP","TOT","NATUSD","A","2017",1.649027,
"SAU","PPP","TOT","NATUSD","A","2018",1.795078,
"SAU","PPP","TOT","NATUSD","A","2019",1.772893,
"EA19","PPP","TOT","NATUSD","A","2000",0.86337,
"EA19","PPP","TOT","NATUSD","A","2001",0.860246,
"EA19","PPP","TOT","NATUSD","A","2002",0.852011,
"EA19","PPP","TOT","NATUSD","A","2003",0.85882,
"EA19","PPP","TOT","NATUSD","A","2004",0.856803,
"EA19","PPP","TOT","NATUSD","A","2005",0.852726,
"EA19","PPP","TOT","NATUSD","A","2006",0.827344,
"EA19","PPP","TOT","NATUSD","A","2007",0.821051,
"EA19","PPP","TOT","NATUSD","A","2008",0.806159,
"EA19","PPP","TOT","NATUSD","A","2009",0.794245,
"EA19","PPP","TOT","NATUSD","A","2010",0.792395,
"EA19","PPP","TOT","NATUSD","A","2011",0.780401,
"EA19","PPP","TOT","NATUSD","A","2012",0.774107,
"EA19","PPP","TOT","NATUSD","A","2013",0.755495,
"EA19","PPP","TOT","NATUSD","A","2014",0.751977,
"EA19","PPP","TOT","NATUSD","A","2015",0.755032,
"EA19","PPP","TOT","NATUSD","A","2016",0.729786,
"EA19","PPP","TOT","NATUSD","A","2017",0.717749,
"EA19","PPP","TOT","NATUSD","A","2018",0.715701,
"EA19","PPP","TOT","NATUSD","A","2019",0.706187,
"ARG","PPP","TOT","NATUSD","A","2000",0.663416,
"ARG","PPP","TOT","NATUSD","A","2001",0.642064,
"ARG","PPP","TOT","NATUSD","A","2002",0.825195,
"ARG","PPP","TOT","NATUSD","A","2003",0.895181,
"ARG","PPP","TOT","NATUSD","A","2004",1.031788,
"ARG","PPP","TOT","NATUSD","A","2005",1.103858,
"ARG","PPP","TOT","NATUSD","A","2006",1.218661,
"ARG","PPP","TOT","NATUSD","A","2007",1.364085,
"ARG","PPP","TOT","NATUSD","A","2008",1.648101,
"ARG","PPP","TOT","NATUSD","A","2009",1.887154,
"ARG","PPP","TOT","NATUSD","A","2010",2.255571,
